a	0.12582777372921
à	0
aarhus	2.51321760006794
abandonnées	2.51321760006794
abandonner	2.21218760440396
abattus	2.51321760006794
abbaye	2.51321760006794
abeille	2.51321760006794
abeilles	2.51321760006794
abîmer	2.51321760006794
abiotique	2.51321760006794
ablation	2.51321760006794
abondance	2.21218760440396
abondante	2.03609634534828
abord	1.3992742477611
aborde	2.51321760006794
abordé	2.51321760006794
abordée	2.51321760006794
abordées	2.51321760006794
aborder	1.51321760006794
abordera	2.51321760006794
aborderont	2.51321760006794
abordés	1.81424759573192
abouti	1.81424759573192
aboutir	1.28276867868967
aboutira	2.51321760006794
aboutiront	2.51321760006794
aboutissement	1.7350663496843
aboutissez	2.51321760006794
aboutit	2.51321760006794
abri	2.51321760006794
abrite	1.43403635402031
abritent	2.51321760006794
abriter	2.51321760006794
abritera	2.03609634534828
absence	1.610127613076
absolu	2.51321760006794
absolus	2.51321760006794
absorbe	2.51321760006794
absorber	2.03609634534828
absorbons	2.51321760006794
absorption	2.21218760440396
abstraire	2.51321760006794
abstraites	2.51321760006794
abstress	2.21218760440396
absurde	2.51321760006794
abusent	2.51321760006794
abyssaux	2.51321760006794
académiciens	2.51321760006794
académie	1.43403635402031
academies	2.51321760006794
académies	2.51321760006794
académique	1.610127613076
académiques	1.66811956005368
academy	2.03609634534828
acare	2.51321760006794
accèdent	2.51321760006794
accéder	1.7350663496843
accélérateur	2.21218760440396
accélérateurs	2.03609634534828
accélération	1.66811956005368
accelerator	2.51321760006794
accélérée	2.21218760440396
accélérer	1.47182491490971
accéléromètres	2.51321760006794
accent	2.21218760440396
acceptabilité	1.91115760873998
acceptable	2.21218760440396
acceptables	2.51321760006794
acceptant	2.51321760006794
accepté	2.03609634534828
accepter	2.51321760006794
acceptera	2.51321760006794
accès	1.28276867868967
accessible	1.81424759573192
accessibles	1.91115760873998
accident	2.21218760440396
accidentée	2.51321760006794
accidentellement	2.51321760006794
accidents	2.51321760006794
acclimater	2.51321760006794
accompagnant	2.21218760440396
accompagne	1.66811956005368
accompagné	1.66811956005368
accompagnée	2.21218760440396
accompagnées	2.51321760006794
accompagnement	1.55897509062861
accompagnent	2.03609634534828
accompagner	1.30909761741201
accompagnés	2.21218760440396
accompagnons	2.21218760440396
accomplir	2.51321760006794
accord	1.28276867868967
accordable	2.51321760006794
accorde	2.51321760006794
accords	1.7350663496843
accostage	2.51321760006794
accréditée	2.51321760006794
accrocher	2.21218760440396
accroissement	1.91115760873998
accroissent	2.51321760006794
accroît	2.51321760006794
accroître	1.43403635402031
accru	2.21218760440396
accrue	2.21218760440396
accueil	1.81424759573192
accueillant	2.51321760006794
accueillantes	2.51321760006794
accueille	2.51321760006794
accueillera	1.66811956005368
accueilli	2.03609634534828
accueillie	2.03609634534828
accueillir	1.66811956005368
accueillis	2.21218760440396
accumulateurs	2.51321760006794
accumulation	2.21218760440396
accumulées	2.51321760006794
accumuler	2.51321760006794
accusé	2.51321760006794
acetate	2.51321760006794
acétate	2.51321760006794
acharné	2.51321760006794
achat	1.7350663496843
acheminement	2.51321760006794
acheter	2.21218760440396
achève	2.51321760006794
achevé	2.51321760006794
achevée	2.21218760440396
achèvent	2.51321760006794
achever	1.81424759573192
achèvera	1.7350663496843
achille	2.51321760006794
acid	2.51321760006794
acide	1.91115760873998
acides	1.91115760873998
acidité	2.03609634534828
acier	2.51321760006794
acipenser	2.51321760006794
açores	2.51321760006794
acoustic	2.51321760006794
acousticiens	2.51321760006794
acoustique	1.81424759573192
acoustiques	1.91115760873998
acousto	2.51321760006794
acquérir	1.55897509062861
acquiert	2.51321760006794
acquis	1.47182491490971
acquise	2.03609634534828
acquises	1.7350663496843
acquisition	1.7350663496843
acquisitions	2.51321760006794
acte	2.21218760440396
actes	2.03609634534828
acteur	1.66811956005368
acteurs	0.841119742132222
actia	2.51321760006794
actif	1.81424759573192
actifs	1.51321760006794
actilait	2.21218760440396
action	1.28276867868967
actionnaire	2.51321760006794
actionnaires	2.21218760440396
actionnarial	2.51321760006794
actionneurs	2.51321760006794
actions	1.30909761741201
actis	2.51321760006794
activation	2.03609634534828
active	2.03609634534828
activée	2.51321760006794
activées	2.51321760006794
activement	1.91115760873998
actives	1.7350663496843
activés	2.51321760006794
activité	1.00806762174803
activités	0.900433743348203
actualisées	2.51321760006794
actualité	2.03609634534828
actuel	1.43403635402031
actuelle	1.47182491490971
actuellement	0.994703660190052
actuelles	1.610127613076
actuels	1.51321760006794
acuité	2.51321760006794
acv	2.51321760006794
adaptable	2.51321760006794
adaptatif	2.21218760440396
adaptatifs	2.51321760006794
adaptation	1.51321760006794
adaptations	2.51321760006794
adaptative	2.21218760440396
adapte	2.51321760006794
adapté	1.7350663496843
adaptée	1.51321760006794
adaptées	2.03609634534828
adaptent	2.21218760440396
adapter	1.21218760440396
adaptés	2.21218760440396
additif	2.51321760006794
additifs	2.21218760440396
additionnel	2.51321760006794
adecal	2.51321760006794
ademe	2.03609634534828
adept	2.51321760006794
adéquat	2.51321760006794
adéquates	2.51321760006794
adhéré	2.21218760440396
adhérences	2.51321760006794
adhérent	1.81424759573192
